Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude,Longtitute
N A177 M? ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-37065)",(63.4305 ; 10.4010),,,M 1500-t?,,,trä,trä,flat träbit,63.4305,10.401
N A178 $ ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-37328)",(63.4305 ; 10.4010),,,V s 900-t - m 1000-t,,,trä,trä,runkavel,63.4305,10.401
N A179 $M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-37425)",(63.4305 ; 10.4010),,,M 1050-1100,,,ben/horn,ben,kam,63.4305,10.401
N A180 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-37974)",(63.4305 ; 10.4010),,,M s 1000-t,,,trä,trä,runkavel,63.4305,10.401
N A181 $M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-37975)",(63.4305 ; 10.4010),,,M s 1100-t,,,trä,trä,fragment av träskaft,63.4305,10.401
N A182 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-38150)",(63.4305 ; 10.4010),,,M s 1100-t,,,trä,trä,runkavel,63.4305,10.401
N A183  ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-38298)",(63.4305 ; 10.4010),,,V s 900-t - m 1000-t,,,övrigt,läder,svärdsskida,63.4305,10.401
N A184 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-38509)",(63.4305 ; 10.4010),,,M s 1000-t,,,trä,trä,runkavel,63.4305,10.401
N A185 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-39374)",(63.4305 ; 10.4010),,,M s 1000-t - b 1100-t,,,trä,trä,hyvel,63.4305,10.401
N A186  ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-39592)",(63.4305 ; 10.4010),,,V s 900-t - m 1000-t,,,trä,trä,runkavel,63.4305,10.401
N A187 $ ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-40930)",(63.4305 ; 10.4010),,,V s 900-t - m 1000-t,,,trä,trä,djurhuvud,63.4305,10.401
N A188 $M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-52709)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,runkavel,63.4305,10.401
N A189 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-56920)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,svärd,63.4305,10.401
N A190 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-57185)",(63.4305 ; 10.4010),,,M 1150-1200,,,trä,trä,flat pinne,63.4305,10.401
N A191 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-58119)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,flat pinne,63.4305,10.401
N A192 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-58258)",(63.4305 ; 10.4010),,,M 1225-1275,,,ben/horn,valben,vävsked,63.4305,10.401
N A193 M ,Torpo nye kirke,Torpo sn,Buskerud fylke,Ål,,,,,M,,,trä,trä,planka,,
N A194 M ,"Lurekalven, Lindås",Lygra sn,Hordaland fylke,Lindås,,,,,M,,,metall,bly,bleck (amulett),,
N A196 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G22931)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A197 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G24273)",,,,M,,,trä,furu,kniv,,
N A198 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G24274)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A199 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G24275)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A200 $M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G24276)",,tre bindrunor i <raþ> <þat>,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A201 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34573, G24277)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A202 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34761, G24485)",,,,M,,,övrigt,läder,läderstycke,,
N A203 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34761, G26210)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A204 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34761, G26790a)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A205 M ,"Søndre felt, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C34761, G27581)",,,,M,,,ben/horn,nötkreatur eller häst,"runben, revben",,
N A206 M ,Uvdal stavkirke,Uvdal sn,Oppland fylke,Nore og Uvdal,,(60.2652 ; 8.8348),,,M,,,trä,trä,pinne,60.2652,8.8348
N A207 M ,Uvdal stavkirke,Uvdal sn,Oppland fylke,Nore og Uvdal,,(60.2652 ; 8.8348),,,M,,,trä,trä,"pinne, amulett(?)",60.2652,8.8348
N A208 M ,Bergen?/Arnamagnæanske Institut,,,,,,,,M,,,övrigt,,marginalnotis,,
N A209 M ,Bergen?/Arnamagnæanske Institut,Bergen?,,Bergen,,,,,M,,,övrigt,,marginalnotis,,
N A210 $ ,Slemmedal,Grimstad sn,Aust-Agder fylke,Grimstad,Oldsaksamlingen,,,,V inte före 915/920,,,metall,silver,rembeslag,,
N A211  ,Slemmedal,Grimstad sn,Aust-Agder fylke,Grimstad,Oldsaksamlingen,,,,V inte före 915/920,,,metall,silver,rembeslag,,
N A212  ,Slemmedal,Grimstad sn,Aust-Agder fylke,Grimstad,Oldsaksamlingen,,,,V inte före 915/920,,,metall,silver,rembeslag,,
N A214 M ,"Nordre felt II, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C35850, G33002)",,,,M,,,trä,furu,pinne,,
N A215 M ,"Nordre felt II, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C35850, G33003)",,,,M,,,trä,idegran,pinne,,
N A216 M ,"Nordre felt II, Gamlebyen, Oslo",Oslo,,Oslo,"Oldsaksamlingen (C35850, G33004)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,
N A218 $M ,"Nedre Langgate 18, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26579 ; 10.40740),,,M 1300-1375,,,trä,trä,trätapp,59.26579,10.4074
N A219 M ,"Baglergaten 2/4, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26907 ; 10.40743),,,M 1250-1300,,,ben/horn,ben,runben,59.26907,10.40743
N A220 M ,"Baglergaten 2/4, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26907 ; 10.40743),,,M 1250-1300,,,ben/horn,ben,runben,59.26907,10.40743
N A221 M ,"Baglergaten 2/4, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26907 ; 10.40743),,,M 1200-1250,,,ben/horn,ben,runben,59.26907,10.40743
N A222  ,Ervik,Harstad sn,Troms fylke,Harstad,,,"dubbelsidig t-runa, stungen u-runa",,V,,,sten,sten,runsten,,
N A223 M ,"Erkebispegarden, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (T-21950)",(63.4261 ; 10.3956),,,M,,,sten,täljsten,stav,63.4261,10.3956
N A224 M ,"Kammegaten 10, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26907 ; 10.40743),,,M 1250-1300,,,trä,trä,trätapp,59.26907,10.40743
N A225 $M ,"Nedre Langgate 41, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.2672 ; 10.4057),,,M 1200-1300,,,trä,trä,träbit,59.2672,10.4057
N A226 M ,"Nedre Langgate 45, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.2675 ; 10.4050),,,M 1100-1150,,,ben/horn,ben,runben,59.2675,10.405
N A227 M ,"Nedre Langgate 41, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.2672 ; 10.4057),,,"M 1200-1300, trol. efter 1250",,,trä,trä,hyvel,59.2672,10.4057
N A231 $M ,Klekken,Haug sn,Buskerud fylke,Ringerike,Oldsaksamlingen (nr. 36687),(60.16487 ; 10.31669),,,M s 1000-t - 1100-t,,,sten,ringerike-sandsten,fragment av runsten,60.16487,10.31669
N A232  ,Esøya,Vevelstad sn,Nordland fylke,Vevelstad,,,kortkvist,,V 1000-t,,,sten,täljsten,bergvägg,,
N A233 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M ca 1250,,,trä,trä,kors,59.2666,10.4084
N A234 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1250-1350,,,trä,trä,trätapp,59.2666,10.4084
N A235 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1300-1350,,,ben/horn,ben,"runben, fragment",59.2666,10.4084
N A236 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M ca 1250,,,ben/horn,ben,skridsko,59.2666,10.4084
N A237 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1200-1250,,,ben/horn,ben,"runben, fragment",59.2666,10.4084
N A238 M ,"Storgaten 24/26, Tønsberg",Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1200-1250,,,ben/horn,ben,"runben, fragment",59.2666,10.4084
N A239 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-28957)",(63.4305 ; 10.4010),,,M 1100-t - 1200-t,,,ben/horn,ben,nål,63.4305,10.401
N A240  ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-33434)",(63.4305 ; 10.4010),,,V 1050-1100,,,trä,trä,träslå,63.4305,10.401
N A241 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-58743)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,skedformad träbit,63.4305,10.401
N A243 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-76075)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,runkavel,63.4305,10.401
N A244 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-76464)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,runkavel,63.4305,10.401
N A245 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77113)",(63.4305 ; 10.4010),,,M s 1100-t - 1200-t,,,trä,trä,tunn platta,63.4305,10.401
N A246 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77135)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,märklapp,63.4305,10.401
N A247 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77338)",(63.4305 ; 10.4010),,,M s 1100-t - 1200-t,,,trä,trä,pinne,63.4305,10.401
N A248 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77589)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,märklapp?,63.4305,10.401
N A249 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77590)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,korsformad märklapp,63.4305,10.401
N A250 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77605)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,korsformad märklapp,63.4305,10.401
N A251 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77606)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,märklapp,63.4305,10.401
N A252 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-78383)",(63.4305 ; 10.4010),,,M s 1100-t,,,trä,trä,skedskaft,63.4305,10.401
N A253 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-58120)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,diptykon (skrivtavla),63.4305,10.401
N A254 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-59338)",(63.4305 ; 10.4010),,,M s 1100-t - 1200-t,,,trä,trä,diptykon (skrivtavla),63.4305,10.401
N A255 M ,"Folkebibliotekstomta, Trondheim",Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-77614)",(63.4305 ; 10.4010),,,M 1100-t - 1200-t,,,trä,trä,fyrkantig pinne,63.4305,10.401
